species_key,occurrence_count,scientific_name
5717156,1380,Autonoe megacheir
5178073,1378,Caprella penantis
2221148,1377,Mysis litoralis
2224438,1375,Calcinus laevimanus
2225032,1375,Palaemon longirostris
5972960,1375,Goniopsis pulchra
8930656,1371,Faxonius immunis
4382428,1370,Asthenognathus atlanticus
2222059,1369,Erimacrus isenbeckii
2224699,1369,Macrobrachium japonicum
5973105,1365,Moreiradromia antillensis
5178776,1362,Xantho poressa
4311512,1359,Birgus latro
2224565,1355,Macrobrachium lar
5971894,1354,Ocypode occidentalis
2203769,1352,Armadillidium granulatum
2212997,1344,Conilera cylindracea
2226759,1342,Pisa tetraodon
2218387,1337,Lepidepecreum longicorne
4315263,1334,Maerella tenuimana
2214611,1327,Brachydiastylis resima
2215636,1324,Lamprops fasciatus
2224426,1321,Dardanus megistos
2225632,1321,Charybdis hellerii
5178708,1318,Hyas lyratus
2218560,1316,Platorchestia platensis
2218001,1315,Scopelocheirus hopei
2223441,1310,Penaeus kerathurus
5970761,1310,Lophorochinia parabranchia
2222718,1308,Petrolisthes cinctipes
2217361,1305,Apocorophium lacustre
6461656,1304,Apohyale prevostii
2219392,1301,Ampelisca pusilla
2219434,1299,Ampelisca agassizi
4307411,1299,Charybdis truncata
6456909,1299,Ancylocaris brevicarpalis
2222575,1297,Acanthephyra pelagica
5799454,1297,Trapezia bidentata
2223432,1289,Penaeus plebejus
4647276,1288,Heloecius cordiformis
5863762,1287,Metacarcinus edwardsii
2219957,1285,Stegocephalus inflatus
4310076,1284,Philocheras fasciatus
5178536,1283,Paranephrops planifrons
5863460,1280,Scopimera globosa
5176255,1272,Idotea linearis
8814263,1267,Omalacantha bicornuta
4309906,1265,Alpheus dentipes
2206908,1264,Lekanesphaera rugicauda
9456932,1263,Liocarcinus corrugatus
5177323,1262,Cumella pygmaea
2226147,1260,Alpheus lottini
2220470,1255,Haplostylus normani
9293681,1246,Leptuca crenulata
2219798,1242,Dyopedos porrectus
2221735,1223,Scyllarides latus
9191054,1223,Austropotamobius fulcisianus
4312086,1222,Pagurus alatus
4311919,1220,Strigopagurus strigimanus
4313121,1219,Heterotanais oerstedii
4309497,1218,Ibacus alticrenatus
2226749,1216,Scyra acutifrons
2227990,1216,Thysanoessa longicaudata
2222214,1215,Aegaeon lacazei
4307470,1215,Sirpus zariquieyi
5176707,1205,Cymodoce truncata
2226371,1202,Latreutes fucorum
4309705,1202,Atyaephyra desmarestii
4642125,1193,Austrochiltonia australis
5730518,1192,Trapezia cymodoce
5972520,1192,Chaceon chilensis
5789955,1188,Astacopsis gouldi
2216931,1187,Dexamine thea
2219020,1187,Aora typica
5177089,1187,Jaera istri
2224252,1186,Pagurus politus
4377610,1185,Nanocassiope melanodactylus
2213960,1184,Uromunna peterseni
2214424,1184,Diastylis sympterygiae
2214820,1183,Campylaspis rubicunda
5177529,1180,Maera grossimana
5790281,1175,Geothelphusa dehaani
2224201,1174,Pagurus brevidactylus
2224970,1173,Palaemon macrodactylus
2216827,1171,Rhachotropis aculeata
2227670,1171,Dyspanopeus sayi
2224434,1166,Calcinus latens
2213440,1165,Cirolana harfordi
2224575,1162,Macrobrachium australe
2219484,1161,Ampelisca abdita
2227375,1160,Cambarus robustus
2222713,1157,Petrolisthes eriomerus
5178718,1152,Stenopus spinosus
5731486,1150,Varuna litterata
2204024,1148,Xenanthura brevitelson
2222170,1146,Crangon alaskensis
2224451,1146,Clibanarius tricolor
11770449,1145,Harpinia propinqva
2209401,1144,Chaetophiloscia elongata
5177533,1140,Maera loveni
5178082,1133,Caprella scaura
2221138,1132,Mysis oculata
2225583,1132,Thalamita crenata
2224249,1129,Pagurus acadianus
2220417,1128,Neomysis americana
2218846,1125,Aceroides latipes
4310096,1125,Aegaeon cataphractus
4310352,1122,Neopetrolisthes maculatus
