species_key,occurrence_count,scientific_name
8773759,299,Lobophyllia agaricia
5184258,298,Amphianthus dohrnii
5184544,297,Astroides calycularis
5184663,297,Acropora listeri
2259429,295,Guynia annulata
2261368,295,Plexaura kuna
2264120,293,Leptogorgia palma
2259603,291,Eguchipsammia gaditana
2258696,290,Pennatula murrayi
4283628,290,Cycloseris vaughani
4339390,290,Plesiastrea peroni
2257357,289,Hormathia coronata
2260266,289,Flabellum aotearoa
2261218,289,Muriceides nigra
5185161,287,Alcyonium palmatum
5841700,286,Pinnigorgia flava
5931455,286,Porites waylandi
2256716,285,Oulactis concinnata
2262342,285,Junceella juncea
5184620,285,Acropora striata
6473360,284,Chironephthya caribaea
8241192,284,Danafungia scruposa
8274997,283,Melithaea japonica
8604688,283,Streptelasma rusticum
2259082,282,Deltocyathus cameratus
2263199,281,Litophyton arboreum
5185263,280,Capnella imbricata
11795442,277,Bathypathes pseudoalternata
2258917,277,Pseudosiderastrea tayamai
2260329,277,Lobophyllia hataii
2260023,276,Fungiacyathus variegatus
2260443,276,Goniopora columna
2259198,275,Caryophyllia quadragenaria
8609320,274,Bodophyllum osmundense
6472214,273,Bunodosoma cavernatum
2259530,272,Hydnophora pilosa
2259949,272,Montipora spumosa
4283635,272,Cycloseris distorta
9619085,272,Alternatipathes alternata
2259483,266,Madracis kauaiensis
2259581,266,Cladopsammia manuelensis
4283508,265,Isanemonia australis
5184627,265,Acropora tortuosa
2260538,264,Pavona frondifera
2258327,263,Cirrhipathes anguina
7014537,263,Fimbriaphyllia divisa
2257311,262,Allantactis parasitica
2257352,262,Hormathia andersoni
2259980,262,Montipora peltiformis
2256974,261,Glyphoperidium bursa
2258964,261,Cladocora debilis
5184552,261,Turbinaria patula
2259117,260,Aulocyathus recidivus
2259160,260,Caryophyllia grayi
5184740,259,Polymyces fragilis
6472179,259,Anemonia mutabilis
2262241,258,Ctenocella pectinata
2259079,257,Deltocyathus stella
2260197,257,Javania insignis
